NAMA DESA;IKS;IKE;IKL;IDM;Status
SUMO;0,542857143;0,283333333;0,666666667;0,497619048;1
UAM;0,542857143;0,283333333;0,666666667;0,497619048;1
WENAPONG;0,542857143;0,283333333;0,666666667;0,497619048;1
WIRILU;0,542857143;0,283333333;0,666666667;0,497619048;1
BINALKON;0,468571429;0,35;0,733333333;0,517301587;1
BONGKOK;0,491428571;0,15;0,8;0,48047619;0
BULBUL;0,411428571;0,283333333;0,6;0,431587302;0
DIRIK;0,542857143;0,25;0,533333333;0,442063492;0
MASUMKON;0,422857143;0,3;0,466666667;0,396507937;0
SUNTAMON;0,497142857;0,316666667;0,866666667;0,56015873;1
TAPASIK;0,542857143;0,15;0,666666667;0,453174603;0
YUP;0,491428571;0,15;0,8;0,48047619;0
GOFA;0,56;0,35;0,333333333;0,414444444;0
JINUSUGU;0,634285714;0,316666667;0,6;0,516984127;1
RENTIS;0,634285714;0,316666667;0,6;0,516984127;1
SENIPAN;0,634285714;0,316666667;0,6;0,516984127;1
SOLOK;0,634285714;0,316666667;0,6;0,516984127;1
WORAPI;0,634285714;0,316666667;0,6;0,516984127;1
YOSUA;0,634285714;0,316666667;0,6;0,516984127;1
BARI;0,548571429;0,183333333;0,666666667;0,466190476;0
KIKILA;0,434285714;0,183333333;0,6;0,405873016;0
LELAMBO;0,474285714;0,2;0,666666667;0,446984127;0
LELAMBO 2;0,474285714;0,2;0,666666667;0,446984127;0
LULUM;0,468571429;0,183333333;0,666666667;0,43952381;0
PALEROMON;0,468571429;0,183333333;0,666666667;0,43952381;0
PALUKAE;0,44;0,183333333;0,6;0,407777778;0
TIBUL;0,497142857;0,3;0,666666667;0,487936508;0
WUBRI;0,628571429;0,183333333;0,666666667;0,492857143;1
ALELENG;0,36;0,183333333;0,533333333;0,358888889;0
HELO;0,377142857;0,183333333;0,533333333;0,364603175;0
HIPELA;0,36;0,183333333;0,533333333;0,358888889;0
HUEWI;0,331428571;0,183333333;0,666666667;0,393809524;0
PUNNO;0,417142857;0,183333333;0,533333333;0,377936508;0
SIMEKA;0,36;0,183333333;0,533333333;0,358888889;0
TANGMA;0,468571429;0,35;0,533333333;0,450634921;0
WAMAREK;0,36;0,183333333;0,533333333;0,358888889;0
YALIMO;0,354285714;0,183333333;0,533333333;0,356984127;0
YELEAS;0,4;0,183333333;0,533333333;0,372222222;0
BISIFAK;0,428571429;0,183333333;0,533333333;0,381746032;0
FURULUK;0,411428571;0,183333333;0,533333333;0,376031746;0
KELENG;0,457142857;0,183333333;0,533333333;0,391269841;0
KIBIANGGEN;0,417142857;0,183333333;0,533333333;0,377936508;0
KOLUANG;0,411428571;0,183333333;0,533333333;0,376031746;0
MABIEN;0,462857143;0,183333333;0,533333333;0,393174603;0
NURAP;0,445714286;0,183333333;0,533333333;0,387460317;0
OBLIN;0,411428571;0,183333333;0,533333333;0,376031746;0
PINI;0,417142857;0,183333333;0,533333333;0,377936508;0
SARUK;0,434285714;0,183333333;0,533333333;0,383650794;0
SILONG;0,445714286;0,183333333;0,533333333;0,387460317;0
SOSOMIKMA;0,394285714;0,183333333;0,533333333;0,37031746;0
SUHUNTEK;0,388571429;0,183333333;0,533333333;0,368412698;0
TOLOMBING;0,44;0,183333333;0,533333333;0,385555556;0
UBAHAK;0,377142857;0,183333333;0,533333333;0,364603175;0
WAMUHUK;0,445714286;0,183333333;0,533333333;0,387460317;0
WELILE;0,445714286;0,183333333;0,533333333;0,387460317;0
HEREKY;0,434285714;0,25;0,6;0,428095238;0
LETFET;0,451428571;0,25;0,6;0,433809524;0
MEMBAHAM;0,468571429;0,25;0,6;0,43952381;0
SALAKMA;0,457142857;0,25;0,6;0,435714286;0
SAMIYUL;0,451428571;0,25;0,6;0,433809524;0
SEHELU;0,468571429;0,25;0,6;0,43952381;0
TALAMBELA;0,468571429;0,25;0,6;0,43952381;0
UBALIHION;0,468571429;0,25;0,6;0,43952381;0
WALAHAN;0,457142857;0,25;0,6;0,435714286;0
WANAM;0,457142857;0,216666667;0,533333333;0,402380952;0
WISOMI;0,468571429;0,25;0,6;0,43952381;0
AMISANGI;0,4;0,216666667;0,6;0,405555556;0
EKI;0,4;0,216666667;0,6;0,405555556;0
KULEKEN;0,4;0,183333333;0,6;0,394444444;0
LUA;0,4;0,216666667;0,6;0,405555556;0
MUSANAREK;0,405714286;0,216666667;0,6;0,407460317;0
SIOLOREMA;0,405714286;0,216666667;0,6;0,407460317;0
UKHA;0,4;0,216666667;0,6;0,405555556;0
WALIALEMA;0,405714286;0,216666667;0,6;0,407460317;0
WENAPUK;0,4;0,216666667;0,6;0,405555556;0
YELEPUNU;0,4;0,216666667;0,6;0,405555556;0
HONGGOLEK;0,4;0,183333333;0,666666667;0,416666667;0
HONTULUN;0,462857143;0,183333333;0,666666667;0,437619048;0
SOLINGGUL;0,394285714;0,183333333;0,533333333;0,37031746;0
WALMA;0,405714286;0,183333333;0,533333333;0,374126984;0
WERENE;0,342857143;0,233333333;0,466666667;0,347619048;0
WERI;0,491428571;0,266666667;0,666666667;0,474920635;0
WEWASI;0,491428571;0,266666667;0,666666667;0,474920635;0
YETEHUP;0,365714286;0,266666667;0,666666667;0,433015873;0
ESEMA HUSAGE;0,434285714;0,183333333;0,533333333;0,383650794;0
HAGAWEN;0,502857143;0,35;0,333333333;0,395396825;0
HANOASUOK;0,434285714;0,183333333;0,533333333;0,383650794;0
HEPIA;0,434285714;0,233333333;0,333333333;0,333650794;0
LIBUK;0,565714286;0,55;0,666666667;0,594126984;1
LOKON;0,457142857;0,416666667;0,733333333;0,535714286;1
LUARIMA;0,468571429;0,316666667;0,666666667;0,483968254;0
NESUWEN;0,434285714;0,183333333;0,533333333;0,383650794;0
SUESI;0,434285714;0,183333333;0,533333333;0,383650794;0
WERIAPUT;0,434285714;0,183333333;0,533333333;0,383650794;0
WERIMA;0,434285714;0,183333333;0,533333333;0,383650794;0
WESAGALEP;0,434285714;0,183333333;0,533333333;0,383650794;0
WESAMA;0,434285714;0,183333333;0,533333333;0,383650794;0
APDAGMA;0,342857143;0,283333333;0,666666667;0,430952381;0
HARAP;0,32;0,283333333;0,666666667;0,423333333;0
KOLODOMA;0,32;0,283;0,666;0,423;0
MUGI;0,32;0,283333333;0,666666667;0,423333333;0
MUL;0,32;0,283333333;0,666666667;0,423333333;0
SABIN;0,32;0,283;0,666;0,423;0
SANGATUR;0,32;0,283;0,666;0,423;0
SOWALING;0,32;0,283333333;0,666666667;0,423333333;0
SUOK;0,32;0,283333333;0,666666667;0,423333333;0
WALKUMA;0,32;0,283333333;0,666666667;0,423333333;0
YEREKAMA;0,32;0,283;0,666;0,423;0
AMFULMA;0,571428571;0,55;0,666666667;0,596031746;1
LINGGISEN;0,571428571;0,55;0,666666667;0,596031746;1
SUBUNDALEK;0,571428571;0,55;0,666666667;0,596031746;1
SUKSALE;0,571428571;0,55;0,666666667;0,596031746;1
TANGGEAM;0,571428571;0,55;0,666666667;0,596031746;1
ESAHAPUK;0,365714286;0,216666667;0,6;0,394126984;0
HOKOLEKMA;0,36;0,216666667;0,6;0,392222222;0
KIROMA;0,348571429;0,216666667;0,6;0,388412698;0
MESAHAPUT;0,348571429;0,216666667;0,6;0,388412698;0
SAIKAMA;0,36;0,216666667;0,6;0,392222222;0
SOGASIO;0,371428571;0,216666667;0,6;0,396031746;0
YOGOSEM;0,365714286;0,216666667;0,6;0,394126984;0
ABAGIMA;0,32;0,283333333;0,6;0,401111111;0
ABENAHO;0,428571429;0,316666667;0,666666667;0,470634921;0
AKRIS;0,4;0,4;0,533333333;0,444444444;0
ALUGI;0,491428571;0,283333333;0,6;0,458253968;0
AMUKI;0,462857143;0,283333333;0,6;0,448730159;0
ARIKBALEK;0,222857143;0,15;0,666666667;0,346507937;0
BABIN;0,411428571;0,216666667;0,4;0,342698413;0
BEIM;0,451428571;0,416666667;0,533333333;0,467142857;0
BOHUM;0,222857143;0,15;0,666666667;0,346507937;0
BONAHIK;0,222857143;0,15;0,666666667;0,346507937;0
BONGGI;0,4;0,233333333;0,533333333;0,388888889;0
BUKURIK;0,222857143;0,15;0,666666667;0,346507937;0
BUMBUM;0,222857143;0,15;0,666666667;0,346507937;0
BURIM;0,422857143;0,183333333;0,6;0,402063492;0
DAHONAIKMA;0,222857143;0,15;0,666666667;0,346507937;0
DAMA;0,228571429;0,15;0,666666667;0,348412698;0
DOMBOMI;0,222857143;0,15;0,666666667;0,346507937;0
DOSUMO;0,222857143;0,15;0,666666667;0,346507937;0
ELESIM;0,354285714;0,283333333;0,466666667;0,368095238;0
ELIYEKMA;0,411428571;0,216666667;0,666666667;0,431587302;0
FIALEM;0,331428571;0,216666667;0,466666667;0,338253968;0
FUAHE;0,222857143;0,15;0,666666667;0,346507937;0
FUIM;0,222857143;0,15;0,666666667;0,346507937;0
GEFIDO;0,342857143;0,35;0,6;0,430952381;0
HALIFUR;0,257142857;0,183333333;0,6;0,346825397;0
HALISEK;0,445714286;0,283333333;0,6;0,443015873;0
HEAHOBAK;0,394285714;0,333333333;0,6;0,442539683;0
HELAKSILI;0,554285714;0,366666667;0,533333333;0,484761905;0
HOMBANMA;0,331428571;0,266666667;0,666666667;0,421587302;0
HORAKIA;0,331428571;0,283333333;0,6;0,404920635;0
HORENIKMA;0,222857143;0,15;0,666666667;0,346507937;0
HUBLIKI;0,222857143;0,15;0,666666667;0,346507937;0
HUBUALMA;0,331428571;0,233333333;0,6;0,388253968;0
HULHULE;0,222857143;0,15;0,666666667;0,346507937;0
HULIKMA;0,222857143;0,15;0,666666667;0,346507937;0
HUMALMA;0,514285714;0,3;0,466666667;0,426984127;0
HUNDILIP;0,36;0,216666667;0,666666667;0,414444444;0
HURUALMA;0,222857143;0,15;0,666666667;0,346507937;0
JINGGIWI;0,222857143;0,15;0,666666667;0,346507937;0
KABOHOLIK;0,445714286;0,35;0,533333333;0,443015873;0
KANDIBUNG;0,222857143;0,15;0,666666667;0,346507937;0
KELESU;0,222857143;0,15;0,666666667;0,346507937;0
KESUWI;0,222857143;0,15;0,666666667;0,346507937;0
KEWI;0,222857143;0,15;0,666666667;0,346507937;0
KOLAIMA;0,342857143;0,183333333;0,6;0,375396825;0
KULE;0,222857143;0,15;0,666666667;0,346507937;0
LAKONGKONG;0,342857143;0,416666667;0,666666667;0,475396825;0
LANDIKMA;0,497142857;0,316666667;0,533333333;0,449047619;0
LASIKMA;0,44;0,35;0,666666667;0,485555556;0
LILIMUHUK;0,222857143;0,15;0,666666667;0,346507937;0
LILLUIKMA;0,222857143;0,15;0,666666667;0,346507937;0
LOHOMABEL;0,422857143;0,183333333;0,6;0,402063492;0
MAHIYAL;0,222857143;0,15;0,666666667;0,346507937;0
MALEO;0,365714286;0,366666667;0,533333333;0,421904762;0
MOBAN;0,4;0,183333333;0,733333333;0,438888889;0
MULIP;0,382857143;0,333333333;0,6;0,438730159;0
MUSANAHIKMA;0,394285714;0,25;0,466666667;0,37031746;0
NENOMANI;0,268571429;0,183333333;0,666666667;0,372857143;0
NOHOLUOK;0,365714286;0,216666667;0,666666667;0,416349206;0
OBABIN;0,222857143;0,15;0,666666667;0,346507937;0
PAMUMU;0,222857143;0,15;0,666666667;0,346507937;0
PIRIKALEM;0,405714286;0,35;0,666666667;0,474126984;0
SABILIRONGGO;0,222857143;0,15;0,666666667;0,346507937;0
SAHIKMA;0,474285714;0,366666667;0,6;0,48031746;0
SALO;0,445714286;0,35;0,666666667;0,487460317;0
SALOHE;0,308571429;0,216666667;0,666666667;0,397301587;0
SAPIWAREK;0,222857143;0,15;0,666666667;0,346507937;0
SEBI;0,417142857;0,383333333;0,666666667;0,489047619;0
SOHI;0,222857143;0,15;0,666666667;0,346507937;0
SOHOMBUNU;0,388571429;0,233333333;0,666666667;0,42952381;0
SOMBULE;0,222857143;0,15;0,666666667;0,346507937;0
SOMOHI;0,411428571;0,266666667;0,533333333;0,403809524;0
SUAHE;0,222857143;0,15;0,666666667;0,346507937;0
SUELE;0,222857143;0,15;0,666666667;0,346507937;0
SUMBUL;0,222857143;0,15;0,666666667;0,346507937;0
SUMINAIKMA;0,405714286;0,266666667;0,666666667;0,446349206;0
TAGABAGA;0,422857143;0,283333333;0,466666667;0,390952381;0
ULUHUFUK;0,222857143;0,15;0,666666667;0,346507937;0
ULUKHUMI;0,365714286;0,416666667;0,533333333;0,438571429;0
ULUN;0,388571429;0,35;0,6;0,446190476;0
ULUSI;0,451428571;0,283333333;0,533333333;0,422698413;0
USABIYE;0,32;0,35;0,666666667;0,445555556;0
WAFUHUK;0,222857143;0,15;0,666666667;0,346507937;0
WAGHASILIMO;0,222857143;0,15;0,666666667;0,346507937;0
WALAGIMA;0,222857143;0,15;0,666666667;0,346507937;0
WAMBAL;0,377142857;0,183333333;0,533333333;0,364603175;0
WAMBALFAK;0,222857143;0,15;0,666666667;0,346507937;0
WAMBO;0,222857143;0,15;0,666666667;0,346507937;0
WAMHOR;0,222857143;0,15;0,666666667;0,346507937;0
WANAM;0,222857143;0,15;0,666666667;0,346507937;0
WANGGIBO;0,222857143;0,15;0,666666667;0,346507937;0
WANGGUN;0,382857143;0,333333333;0,6;0,438730159;0
WANWAL;0,222857143;0,15;0,666666667;0,346507937;0
WAROHAM;0,451428571;0,35;0,6;0,467142857;0
WILAK;0,28;0,25;0,6;0,376666667;0
WILEROMA;0,222857143;0,15;0,666666667;0,346507937;0
WILOFING;0,222857143;0,15;0,666666667;0,346507937;0
WITLANGGO;0,28;0,183333333;0,6;0,354444444;0
WIWULIK;0,417142857;0,3;0,733333333;0,483492063;0
WOROWI;0,337142857;0,266666667;0,466666667;0,356825397;0
WUTLARIN;0,457142857;0,316666667;0,666666667;0,48015873;0
YABUSUP;0,417142857;0,216666667;0,666666667;0,433492063;0
YAHATMA;0,388571429;0,233333333;0,6;0,407301587;0
YAMA;0,222857143;0,15;0,666666667;0,346507937;0
YAMBAIKMA;0,222857143;0,15;0,666666667;0,346507937;0
YANAMIK;0,348571429;0,316666667;0,6;0,421746032;0
YAWAN;0,382857143;0,183333333;0,533333333;0,366507937;0
YUKTANGGO;0,268571429;0,183333333;0,666666667;0,372857143;0
ALIMUHUK;0,32;0,183333333;0,466666667;0,323333333;0
APALAPSILI;0,508571429;0,216666667;0,466666667;0,397301587;0
ASILIGMA;0,337142857;0,183333333;0,466666667;0,329047619;0
ASILIKMA;0,32;0,183333333;0,466666667;0,323333333;0
BAPTEKMA;0,32;0,183333333;0,466666667;0,323333333;0
BENYAM;0,354285714;0,183333333;0,466666667;0,334761905;0
EAL;0,32;0,183333333;0,466666667;0,323333333;0
FALUKWALILO;0,32;0,183333333;0,466666667;0,323333333;0
FARI;0,4;0,183333333;0,466666667;0,35;0
FILIAHIK;0,32;0,183333333;0,466666667;0,323333333;0
HABALO;0,337142857;0,183333333;0,466666667;0,329047619;0
HINANGGOAMBUT;0,325714286;0,183333333;0,466666667;0,325238095;0
HOLUKALEM;0,337142857;0,183333333;0,466666667;0,329047619;0
HOLUOGALMA;0,32;0,183333333;0,466666667;0,323333333;0
HUBLIKI;0,32;0,183333333;0,466666667;0,323333333;0
HUKALOPUNU;0,32;0,183333333;0,466666667;0,323333333;0
HUMALEM;0,32;0,183333333;0,466666667;0,323333333;0
ILIREK;0,325714286;0,183333333;0,466666667;0,325238095;0
KELAMPURIM;0,331428571;0,183333333;0,466666667;0,327142857;0
KENGKENBUN;0,32;0,183333333;0,466666667;0,323333333;0
KILAT;0,32;0,183333333;0,466666667;0,323333333;0
KINHE;0,337142857;0,183333333;0,466666667;0,329047619;0
KULET;0,337142857;0,183333333;0,466666667;0,329047619;0
KUNDIKELE;0,462857143;0,216666667;0,466666667;0,382063492;0
LAMBUKMU;0,457142857;0,216666667;0,466666667;0,38015873;0
LILINSALUK;0,32;0,183333333;0,466666667;0,323333333;0
MAKRIG;0,32;0,183333333;0,466666667;0,323333333;0
MOLINGGI;0,354285714;0,183333333;0,466666667;0,334761905;0
NANAHORUK;0,32;0,183333333;0,466666667;0,323333333;0
NASINEMA;0,457142857;0,216666667;0,466666667;0,38015873;0
NATOKSILI;0,32;0,183333333;0,466666667;0,323333333;0
NOHONIL;0,36;0,216666667;0,466666667;0,347777778;0
OROHON;0,354285714;0,216666667;0,466666667;0,345873016;0
PIPISIM;0,32;0,183333333;0,466666667;0,323333333;0
PONG;0,325714286;0,183333333;0,466666667;0,325238095;0
SABILIKALEM;0,325714286;0,183333333;0,466666667;0,325238095;0
SABUALO;0,32;0,183333333;0,466666667;0,323333333;0
SIEN;0,32;0,183333333;0,466666667;0,323333333;0
SOBIKAMBUT;0,365714286;0,216666667;0,466666667;0,34968254;0
SUERLIHIM;0,462857143;0,216666667;0,466666667;0,382063492;0
SUWEWILI;0,365714286;0,183333333;0,466666667;0,338571429;0
TEMPUT;0,32;0,183333333;0,466666667;0,323333333;0
TIKANO;0,337142857;0,183333333;0,466666667;0,329047619;0
WANAMALO;0,354285714;0,183333333;0,466666667;0,334761905;0
WASALALO;0,32;0,183333333;0,466666667;0,323333333;0
WIRALESILI;0,462857143;0,216666667;0,466666667;0,382063492;0
WIYUKWILIK;0,36;0,216666667;0,466666667;0,347777778;0
YAREMA;0,377142857;0,216666667;0,466666667;0,353492063;0
YEPTEK;0,457142857;0,216666667;0,466666667;0,38015873;0
YOHUL;0,36;0,266666667;0,6;0,408888889;0
AMPERA;0,285714286;0,183333333;0,6;0,356349206;0
DUKUNASI;0,365714286;0,183333333;0,6;0,383015873;0
GILIKA;0,274285714;0,233333333;0,6;0,369206349;0
HIMI;0,308571429;0,183333333;0,6;0,363968254;0
IKON;0,302857143;0,183333333;0,6;0,362063492;0
IYAP;0,28;0,183333333;0,6;0,354444444;0
KAMIKA;0,302857143;0,183333333;0,6;0,362063492;0
KAPAWA;0,297142857;0,183333333;0,6;0,36015873;0
KARAMINA;0,302857143;0,15;0,666666667;0,373174603;0
KEY;0,285714286;0,183333333;0,533333333;0,334126984;0
KONOBUN;0,28;0,233333333;0,666666667;0,393333333;0
KUKDOMOL;0,274285714;0,183333333;0,6;0,352539683;0
KUTAKURUK;0,302857143;0,183333333;0,666666667;0,384285714;0
LAWE;0,377142857;0,183333333;0,533333333;0,364603175;0
LULUM;0,331428571;0,3;0,6;0,41047619;0
MAKRIP;0,251428571;0,183333333;0,6;0,344920635;0
MARTARU;0,308571429;0,183333333;0,6;0,363968254;0
MIYAWI;0,314285714;0,233333333;0,6;0,382539683;0
NAIRA;0,268571429;0,2;0,6;0,356190476;0
NARAU;0,36;0,216666667;0,666666667;0,414444444;0
NEIGASE;0,274285714;0,25;0,6;0,374761905;0
NIHOL;0,314285714;0,266666667;0,6;0,393650794;0
NUNGKERE;0,331428571;0,183333333;0,6;0,371587302;0
NUOROK;0,291428571;0,2;0,6;0,363809524;0
PALUKE;0,285714286;0,183333333;0,6;0,356349206;0
PENSALE;0,291428571;0,233333333;0,6;0,374920635;0
PEPERA;0,268571429;0,266666667;0,6;0,378412698;0
PURUKU;0,337142857;0,2;0,666666667;0,401269841;0
SIWA;0,257142857;0,183333333;0,666666667;0,369047619;0
THAMAKSIN;0,348571429;0,233333333;0,6;0,393968254;0
TIWAYI;0,342857143;0,266666667;0,6;0,403174603;0
TRIKORA;0,251428571;0,183333333;0,6;0,344920635;0
URAMBURU;0,308571429;0,183333333;0,6;0,363968254;0
WERMAS;0,36;0,183333333;0,333333333;0,292222222;0
WIBI;0,331428571;0,183333333;0,6;0,371587302;0
WIRSA;0,28;0,183333333;0,666666667;0,376666667;0
YAKWA;0,417142857;0,233333333;0,6;0,416825397;0
ALUIS;0,485714286;0,366666667;0,6;0,484126984;0
BULMU;0,502857143;0,216666667;0,533333333;0,417619048;0
DUWONG;0,582857143;0,233333333;0,6;0,472063492;0
ELELIM;0,222857143;0,15;0,666666667;0,346507937;0
EMON;0,222857143;0,15;0,666666667;0,346507937;0
EREGI;0,485714286;0,266666667;0,666666667;0,473015873;0
FIMA;0,222857143;0,15;0,666666667;0,346507937;0
HELABU;0,222857143;0,15;0,666666667;0,346507937;0
HESMAT;0,44;0,3;0,6;0,446666667;0
HILING;0,56;0,233333333;0,6;0,464444444;0
HOBAKMA;0,56;0,266666667;0,666666667;0,497777778;1
HONITA;0,394285714;0,183333333;0,666666667;0,414761905;0
ISILA;0,565714286;0,383333333;0,6;0,516349206;1
KALAK;0,525714286;0,25;0,666666667;0,480793651;0
KWIKMA;0,48;0,266666667;0,6;0,448888889;0
MARIBU;0,468571429;0,183333333;0,6;0,417301587;0
MOLINGGU;0,485714286;0,233333333;0,466666667;0,395238095;0
MOMONHUSI;0,222857143;0,15;0,666666667;0,346507937;0
OHOAM;0,405714286;0,45;0,666666667;0,507460317;1
OHONIAM;0,268571429;0,15;0,666666667;0,361746032;0
OLANI;0,44;0,3;0,666666667;0,468888889;0
PANGKIK;0,222857143;0,15;0,666666667;0,346507937;0
PASIMBOLO;0,222857143;0,15;0,666666667;0,346507937;0
PIHEL;0,222857143;0,15;0,666666667;0,346507937;0
PIRIP;0,222857143;0,15;0,666666667;0,346507937;0
PISIREG;0,445714286;0,266666667;0,666666667;0,45968254;0
PUNGKAHIK;0,405714286;0,15;0,666666667;0,407460317;0
SILI;0,554285714;0,3;0,533333333;0,462539683;0
SIPSOI;0,48;0,3;0,666666667;0,482222222;0
SIPSON;0,394285714;0,383333333;0,6;0,459206349;0
SIRA;0,228571429;0,15;0,666666667;0,348412698;0
SOHI;0,3486;0,1833;0,6667;0,3995;0
SOWI;0,502857143;0,233333333;0,6;0,445396825;0
TANAPASIR;0,222857143;0,15;0,666666667;0,346507937;0
UBI;0,508571429;0,233333333;0,6;0,447301587;0
ULO;0,451428571;0,25;0,666666667;0,456031746;0
WAGAGU;0,497142857;0,3;0,533333333;0,443492063;0
WALKEP;0,491428571;0,266666667;0,666666667;0,474920635;0
WARIKMA;0,222857143;0,15;0,666666667;0,346507937;0
WASUA;0,445714286;0,3;0,6;0,448571429;0
WEKOLANI;0,222857143;0,15;0,666666667;0,346507937;0
WEREKMA;0,428571429;0,3;0,466666667;0,398412698;0
YABEMA;0,457142857;0,233333333;0,666666667;0,452380952;0
YAKIKMA;0,537142857;0,3;0,666666667;0,501269841;1
AMBILIKI;0,502857143;0,233333333;0,533333333;0,423174603;0
AMPOLONGSILI;0,4;0,183333333;0,666666667;0,416666667;0
AMULUK;0,394285714;0,183333333;0,666666667;0,414761905;0
FEINGKAMA;0,382857143;0,183333333;0,666666667;0,410952381;0
FIKFAK;0,382857143;0,183333333;0,666666667;0,410952381;0
FOLONGSILI;0,394285714;0,183333333;0,666666667;0,414761905;0
HALIALO;0,382857143;0,183333333;0,666666667;0,410952381;0
HALISEK;0,4;0,183333333;0,666666667;0,416666667;0
HAMBOIK;0,394285714;0,183333333;0,666666667;0,414761905;0
HELEBOL;0,394285714;0,183333333;0,666666667;0,414761905;0
HILARIKI;0,4;0,183333333;0,666666667;0,416666667;0
HINDALIMUHUK;0,4;0,183333333;0,666666667;0,416666667;0
HOBUT;0,394285714;0,183333333;0,666666667;0,414761905;0
HOLOWI;0,4;0,183333333;0,666666667;0,416666667;0
IRAREK;0,4;0,183333333;0,666666667;0,416666667;0
KAMPOL;0,4;0,183333333;0,666666667;0,416666667;0
KAYALEM;0,4;0,183333333;0,666666667;0,416666667;0
KAYO;0,382857143;0,183333333;0,666666667;0,410952381;0
KOUM;0,4;0,183333333;0,666666667;0,416666667;0
LANGAM;0,405714286;0,183333333;0,666666667;0,418571429;0
LASIK;0,4;0,183333333;0,666666667;0,416666667;0
MABUALEM;0,4;0,183333333;0,666666667;0,416666667;0
MAMION;0,394285714;0,183333333;0,666666667;0,414761905;0
MENEPINI;0,4;0,183333333;0,666666667;0,416666667;0
MOHOBIYE;0,44;0,183333333;0,666666667;0,43;0
MOHONU;0,394285714;0,183333333;0,666666667;0,414761905;0
MONDEK;0,394285714;0,183333333;0,666666667;0,414761905;0
NANGKULAMULAN;0,4;0,183333333;0,666666667;0,416666667;0
NOHONIL;0,382857143;0,183333333;0,666666667;0,410952381;0
PAMI;0,4;0,183333333;0,666666667;0,416666667;0
PANAL;0,382857143;0,183333333;0,666666667;0,410952381;0
PANALULUN;0,4;0,183333333;0,666666667;0,416666667;0
PIKOHOFARI;0,4;0,183333333;0,666666667;0,416666667;0
PIRANG;0,394285714;0,183333333;0,666666667;0,414761905;0
PISANGGO;0,4;0,183333333;0,666666667;0,416666667;0
POHOLANGGEN;0,394285714;0,183333333;0,666666667;0,414761905;0
POIK;0,4;0,183333333;0,666666667;0,416666667;0
PUNUI;0,394285714;0,183333333;0,666666667;0,414761905;0
SAKAM;0,4;0,183333333;0,666666667;0,416666667;0
SALEMA;0,4;0,183333333;0,666666667;0,416666667;0
SALY;0,382857143;0,183333333;0,666666667;0,410952381;0
SAMARIA;0,4;0,183333333;0,666666667;0,416666667;0
SEHEREK;0,4;0,183333333;0,666666667;0,416666667;0
SELEBI;0,394285714;0,183333333;0,666666667;0,414761905;0
SELEK;0,394285714;0,183333333;0,666666667;0,414761905;0
SILFAL;0,4;0,183333333;0,666666667;0,416666667;0
SINAHAL;0,36;0,183333333;0,666666667;0,403333333;0
SOHARAM;0,4;0,183333333;0,666666667;0,416666667;0
SUKALIMI;0,4;0,183333333;0,666666667;0,416666667;0
SUMTAN;0,394285714;0,183333333;0,666666667;0,414761905;0
TAHAMAK;0,382857143;0,183333333;0,666666667;0,410952381;0
TINMUHUK;0,451428571;0,183333333;0,666666667;0,433809524;0
UBALIHI;0,394285714;0,183333333;0,666666667;0,414761905;0
ULUM;0,4;0,183333333;0,666666667;0,416666667;0
WALINGKAPMA;0,394285714;0,183333333;0,666666667;0,414761905;0
WASUPAHIK;0,382857143;0,183333333;0,666666667;0,410952381;0
WELAREK;0,445714286;0,183333333;0,666666667;0,431904762;0
WELAREKPUNU;0,428571429;0,183333333;0,666666667;0,426190476;0
WERENGGIK;0,4;0,183333333;0,666666667;0,416666667;0
WOMPOLI;0,382857143;0,183333333;0,666666667;0,410952381;0
YAHAMER;0,394285714;0,183333333;0,666666667;0,414761905;0
DESRA;0,4171;0,1833;0,6;0,4002;0
DIBERA;0,4571;0,3167;0,5333;0,4357;0
DIHISU;0,32;0,1833;0,6667;0,39;0
DUHUGESA;0,4229;0,1833;0,6667;0,4243;0
HUGOMOT;0,4457;0,2167;0,6;0,4208;0
INYUARA;0,4171;0,2167;0,6667;0,4335;0
ISIM;0,36;0,2167;0,6;0,3922;0
MINDERMES;0,4114;0,3167;0,4667;0,3983;0
SIBJO;0,3486;0,1833;0,6;0,3773;0
TOHOSTA;0,3829;0,1833;0,6;0,3887;0
TUBES;0,4;0,1833;0,6667;0,4167;0
UMOHOUSI;0,4629;0,3333;0,6;0,4654;0
DEMBEK;0,6514;0,2833;0,6667;0,5338;1
DEMINI;0,6286;0,5167;0,6;0,5817;1
GAYA BARU;0,6286;0,3833;0,4667;0,4929;1
NIJ;0,4971;0,2167;0,6;0,4379;0
SIWI;0,5257;0,3333;0,6667;0,5086;1
WAREN;0,5714;0,2833;0,6667;0,5071;1
YEKWANDI;0,56;0,35;0,6667;0,5256;1
ARYAWENMOHO;0,48;0,1833;0,6;0,4211;0
BENYAS;0,4286;0,25;0,6;0,4262;0
DISI;0,3771;0,1833;0,6;0,3868;0
HIYOU;0,4914;0,1833;0,6;0,4249;0
NENEY;0,5314;0,3333;0,6;0,4883;0
SESUM;0,4057;0,25;0,6;0,4186;0
WAMA;0,3886;0,25;0,6;0,4129;0
MARGO RUKUN;0,6057;0,4833;0,6667;0,5852;1
MASABUI;0,5657;0,2833;0,6667;0,5052;1
MASABUI II;0,4971;0,35;0,6667;0,5046;1
MUARI;0,5314;0,4333;0,6667;0,5438;1
ORANSBARI;0,7029;0,4167;0,6667;0,5954;1
